"b_cost","mu_stsquo","mu_advisory","mu_catch_per_trip","mu_wqi","mu_proportion","mu_weed","sigma_stsquo","sigma_advisory","sigma_catch_per_trip","sigma_wqi","sigma_proportion","sigma_weed","logLike"
-0.692499204999841,-1.00311831653954,-0.912216731731639,0.117180385648799,1.3819243372694,-1.00420486899297,-0.319789933173244,2.5137635024243,0.924869063316633,0.746711517469861,1.39517251999045,1.48680562926652,0.814558164300174,-3877.62092802416
-0.682956036393449,-1.06613819661977,-0.900777761964903,0.0686806013409368,1.40543344776968,-1.02221771806035,-0.360921727113515,2.62080625950812,0.895712798986281,0.720423542424062,1.4516922582252,1.47852354623781,0.829261478957096,-3876.76919149365
-0.67947458808521,-1.06637116605251,-0.904690285225612,0.0847441449036223,1.40195839019631,-1.02028122235968,-0.353005518380147,2.62591299338439,0.904500773921726,0.734923525004466,1.44367867602397,1.4805440741993,0.839195238290868,-3876.36090562671
-0.697732295205757,-1.06653861001383,-0.907888224328993,0.0903260399087864,1.39759769420589,-1.01829841221126,-0.350208534047931,2.63374114015601,0.914224612066313,0.745185376461111,1.43441186021716,1.48354638747251,0.847329116221708,-3876.34475924142
-0.698644950704741,-1.07539363826417,-0.922962919918319,0.068372465551914,1.3926042079984,-1.02028690143491,-0.368135143122952,2.66519482391218,0.948011116431388,0.760624221037126,1.41335982705376,1.4985296681063,0.867566116564266,-3876.26530245589
-0.699960092353434,-1.08280473299822,-0.923360628122038,0.0698485572261126,1.40298664994293,-1.02362074831338,-0.363903166267659,2.68991057498171,0.961446615227425,0.754710627105447,1.4147065995832,1.51173926251101,0.866795014610717,-3876.19650101976
-0.702269392598476,-1.09142178049953,-0.925281919327466,0.0743182993572395,1.40945938227434,-1.02782519871845,-0.37070369547474,2.70815568577754,0.956244816646933,0.760693467540887,1.42314116492578,1.52093100954036,0.868974247057911,-3876.15911121863
-0.703526732451481,-1.09745909244757,-0.929994013864664,0.0697987311060285,1.41114973657947,-1.03095456745678,-0.363813798023938,2.7155326345109,0.951770646275619,0.765347096215025,1.43197194382549,1.5259693927634,0.874716701152535,-3876.15231037791
-0.705045307384654,-1.10562562118655,-0.931358576000127,0.0721943007635924,1.4125376850401,-1.0332226586842,-0.364697877850409,2.70759757968268,0.960696292332392,0.76960600881217,1.4433524306856,1.53103653223682,0.874755193120595,-3876.13329475233
-0.703716675635209,-1.10622098851945,-0.923531919442211,0.0783208692745149,1.42809406603462,-1.03106879784286,-0.364463488415484,2.69485282769628,0.959611970114194,0.768374869423042,1.44174581954723,1.54299746484511,0.891283845333559,-3876.08388573528
-0.700758493079744,-1.09978583438521,-0.928327690546479,0.0826528090352888,1.43293310631428,-1.02846393834933,-0.360597784807349,2.69174344822637,0.955985867540036,0.773053622134884,1.43680705340125,1.54965914185786,0.884298490201969,-3875.99691670989
-0.696357739994142,-1.09025094988323,-0.924628185320995,0.090087040470605,1.4181428196415,-1.02904981807913,-0.358670487064957,2.69882837266617,0.9553579445571,0.76903328255653,1.44099349869508,1.54558928265979,0.884261736396084,-3875.92197056773
-0.695870499833445,-1.0941037741475,-0.922130051184792,0.0901453938500365,1.41922141250742,-1.0301797890674,-0.35741818982676,2.70123167189825,0.955777858138372,0.770409196888594,1.43964687605215,1.53677141378728,0.883239048729086,-3875.90989254717
-0.695951535274712,-1.10006559009589,-0.926760821687049,0.0927361794585821,1.41927258020379,-1.03079283572142,-0.357403280192422,2.7023092326376,0.955022163397117,0.766581045458923,1.43732819081543,1.52929227648185,0.88387548033807,-3875.90473408994
-0.695164676909338,-1.10711592167591,-0.924307977944412,0.093179357890167,1.41461522345963,-1.02965474106159,-0.35604452497617,2.70216975930458,0.952642386902203,0.765610243264154,1.43336391898388,1.53107344100817,0.88172844008115,-3875.90259218365
-0.694526279931528,-1.10724708381461,-0.924282285354901,0.0934733438305985,1.41417299534746,-1.02444031938556,-0.35571679277336,2.70330075380721,0.952491558612984,0.76603401573062,1.43404868055656,1.53024462567738,0.880744171292315,-3875.89666797597
-0.692546771474852,-1.09850943533645,-0.925728489537993,0.0972564057759947,1.41376754079836,-1.0334143577015,-0.353469890565469,2.7055041778363,0.952164851104207,0.769058965396386,1.4324093703394,1.5273167376146,0.875767353988196,-3875.87157128907
-0.691279339837718,-1.09544039965371,-0.926308423381037,0.0987049060609565,1.41373405806201,-1.02925863846545,-0.352635199115434,2.70797624273486,0.952391698659112,0.770866079457758,1.43346408773508,1.52513449338755,0.873432426709884,-3875.86735883002
-0.691295827015246,-1.09545223588983,-0.926318942565724,0.0987153903396192,1.41374977787018,-1.02932222103174,-0.352650590346649,2.70803130505829,0.95242011441931,0.770884672851289,1.43348094640352,1.525159661127,0.873473030257562,-3875.86735843564
-0.691295936588569,-1.09545223384503,-0.926318920503687,0.0987154136127646,1.41374975026845,-1.02932227081135,-0.352650627768172,2.70803132532244,0.952420130571467,0.770884679364744,1.43348093842019,1.52515966217499,0.873473110771357,-3875.86735843563
-0.999999712189393,-1.00000032563624,-1.00000070202834,1.00000010458699,0.999999742800035,-0.999999917286281,-0.999999815224657,1.0000009977514,1.00000063455315,1.00000076302787,0.999999207139153,1.00000056876445,1.000000287601,-3875.86735843559
