"CaseID","weight"
"55",0.427629086622732
"58",0.696315770639631
"61",0.541160000552766
"63",0.487709712135468
"64",2.39797213545487
"65",0.369976341432314
"73",0.427629086622732
"79",1.66351345467605
"80",0.487709712135468
"81",0.625487986224311
"86",0.609534117034277
"89",2.45413888298908
"92",0.481658876240883
"95",0.625487986224311
"98",1.3301597743978
"99",3.07519622664508
"103",0.63493171203735
"106",0.416721861128258
"107",0.549330527851066
"111",1.00905853339954
"113",0.661478360432076
"116",0.541160000552766
"117",0.541160000552766
"118",0.416721861128258
"121",0.549330527851066
"123",1.01623701707034
"126",0.481658876240883
"127",0.487709712135468
"132",0.549330527851066
"137",0.6099355007791
"140",0.541516359321701
"141",0.416721861128258
"143",0.602438817568445
"153",0.416721861128258
"154",0.609534117034277
"155",0.541160000552766
"158",0.427629086622732
"162",0.416721861128258
"168",0.609534117034277
"176",0.541516359321701
"179",0.784293403060719
"183",0.427629086622732
"185",0.541516359321701
"192",0.541160000552766
"198",0.487709712135468
"204",0.541160000552766
"206",0.602438817568445
"216",0.87922843736651
"219",0.696315770639631
"220",0.6099355007791
"222",0.481658876240883
"224",0.6099355007791
"229",0.625487986224311
"232",0.541516359321701
"233",1.47690985113702
"237",0.625899875736705
"245",0.6099355007791
"248",2.45413888298908
"255",0.541160000552766
"259",0.541160000552766
"266",0.549330527851066
"274",0.696315770639631
"276",1.47690985113702
"277",0.541516359321701
"278",0.76455533885542
"280",0.87922843736651
"283",1.66241873685893
"284",0.549330527851066
"286",0.6099355007791
"289",0.625487986224311
"293",1.66241873685893
"299",1.3301597743978
"302",2.99780373509977
"306",0.678555348434241
"309",0.678555348434241
"312",0.609534117034277
"314",0.678555348434241
"316",0.549330527851066
"319",0.63493171203735
"325",2.03203122789151
"327",0.625487986224311
"332",0.541160000552766
"333",0.86115485792938
"335",0.6099355007791
"337",0.6099355007791
"341",0.63493171203735
"347",0.369976341432314
"352",0.549330527851066
"360",0.602438817568445
"361",0.609534117034277
"365",0.625487986224311
"368",0.63493171203735
"369",0.6099355007791
"371",0.696315770639631
"373",0.76455533885542
"375",0.416721861128258
"380",0.416721861128258
"383",3.98464175278778
"388",1.14463584201493
"392",0.602438817568445
"400",0.6099355007791
"402",0.549330527851066
"409",0.481658876240883
"410",0.6099355007791
"411",0.416721861128258
"417",0.549330527851066
"418",0.602438817568445
"420",0.416721861128258
"423",0.86115485792938
"424",0.625487986224311
"428",1.3301597743978
"430",0.481658876240883
"432",0.369976341432314
"439",1.47690985113702
"441",0.625899875736705
"453",0.549330527851066
"455",2.21028847524071
"471",0.541160000552766
"476",0.6099355007791
"485",0.541160000552766
"486",0.678555348434241
"487",0.541160000552766
"490",0.678555348434241
"497",0.86115485792938
"498",0.609534117034277
"501",0.369976341432314
"505",1.14463584201493
"510",0.70451671780869
"512",0.416721861128258
"513",0.481658876240883
"514",0.6099355007791
"516",0.704980648457659
"518",0.6099355007791
"519",3.07519622664508
"525",0.609534117034277
"530",2.03203122789151
"534",0.70451671780869
"536",0.549330527851066
"541",1.85066445619398
"542",0.609534117034277
"545",0.481658876240883
"548",0.609534117034277
"555",0.625899875736705
"556",0.427629086622732
"557",1.40704789687116
"558",0.63493171203735
"565",0.678555348434241
"574",0.602438817568445
